Countries,Indicators,,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Guyana,General government expenditure ,in current PPP per capita,"1,628.19","1,629.54","1,755.29","1,760.94","1,878.91","2,042.65","2,086.29","2,272.26","2,206.61","2,538.71"
Haiti,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,18.6776,20.5935,20.4634,20.1077,11.4008,12.5271,14.136,14.0669,15.288,14.6366
Haiti,External Health Expenditure (EXT) per Capita in PPP Int$,,30.5604,30.6395,32.4841,52.0335,103.3588,94.7374,58.3189,74.5942,34.9892,36.6353
Haiti,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,35.6883,35.421,37.8307,39.9298,41.6969,44.38,44.2304,42.1099,39.4196,39.8303
Haiti,Gross Domestic Product ,in current PPP per capita,"1,507.29","1,526.17","1,561.39","1,471.65","1,562.28","1,614.03","1,686.17","1,741.18","1,758.33","1,772.16"
Haiti,General government expenditure ,in current PPP per capita,272.3748,275.2635,317.634,333.8432,382.6488,461.6387,474.1367,440.6634,384.1993,331.1439
Honduras,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,125.7152,130.2147,149.9369,143.8081,157.5423,142.5287,138.887,141.6249,137.4038,183.7891
Honduras,External Health Expenditure (EXT) per Capita in PPP Int$,,11.527,16.5666,17.8386,16.2376,13.4415,16.8592,19.0249,22.78,22.2199,12.6081
Honduras,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,151.8205,173.5646,152.6839,157.0571,162.9069,181.8411,180.5274,171.7646,175.1946,180.194
Honduras,Gross Domestic Product ,in current PPP per capita,"3,770.76","3,923.60","3,779.32","3,890.85","4,046.08","4,213.03","4,323.24","4,457.46","4,620.66","4,764.79"
Honduras,General government expenditure ,in current PPP per capita,921.9009,"1,036.19","1,071.50","1,029.65","1,048.41","1,110.38","1,278.63","1,231.95","1,202.38","1,309.16"
Jamaica,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,224.9098,246.4061,229.0407,238.2638,243.3317,233.013,268.26,257.8009,308.8261,324.4016
Jamaica,External Health Expenditure (EXT) per Capita in PPP Int$,,9.7155,8.8672,9.601,10.2035,12.6622,16.1499,6.5571,13.7065,5.4364,6.1927
Jamaica,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,135.5772,119.9215,106.6265,96.8527,92.1193,86.7841,80.2125,93.8186,92.061,119.9698
Jamaica,Gross Domestic Product ,in current PPP per capita,"8,178.92","8,228.22","7,891.69","7,834.27","8,099.16","8,163.70","8,305.30","8,481.51","8,620.36","8,821.31"
Jamaica,General government expenditure ,in current PPP per capita,"2,648.53","2,905.65","3,122.09","2,642.28","2,632.89","2,481.56","2,294.02","2,307.73","2,394.80","2,525.10"
Mexico,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,352.3378,379.3102,403.9021,430.302,467.9415,500.3201,526.2548,506.0575,516.0053,506.7854
Mexico,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,423.8098,359.0857,362.0623,370.8765,360.7985,383.54,390.3133,393.3997,391.6379,392.4047
Mexico,Gross Domestic Product ,in current PPP per capita,"13,999.97","14,551.05","14,172.49","14,858.54","16,049.36","16,658.08","16,848.04","17,481.92","17,239.32","17,769.66"
Mexico,General government expenditure ,in current PPP per capita,"3,243.48","3,730.62","3,980.32","3,945.55","4,311.05","4,699.90","4,679.95","4,890.43","4,749.25","4,867.53"
Nicaragua,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,109.2496,124.079,132.8539,117.2505,156.3609,179.1633,188.2975,222.1318,238.6001,297.2572
Nicaragua,External Health Expenditure (EXT) per Capita in PPP Int$,,21.1496,15.0224,20.6895,18.5637,17.7143,24.1762,18.4628,17.1908,21.0682,22.3005
Nicaragua,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,110.1848,115.2551,111.376,114.0939,119.2579,127.8198,134.7103,142.0593,148.8846,156.1309
Nicaragua,Gross Domestic Product ,in current PPP per capita,"3,776.23","3,931.05","3,781.76","3,947.22","4,231.49","4,535.29","4,779.78","5,040.53","5,282.70","5,539.82"
Nicaragua,General government expenditure ,in current PPP per capita,805.5403,852.0664,849.7316,882.4084,986.9727,"1,090.23","1,154.32","1,236.86","1,336.13","1,483.41"
Panama,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,625.3915,680.9148,694.6789,735.2831,738.8434,746.5191,831.6781,912.0714,971.0667,"1,148.23"
Panama,External Health Expenditure (EXT) per Capita in PPP Int$,,1.1921,2.3508,2.4607,15.3378,5.9082,4.4,3.465,10.7334,16.3061,12.768
Panama,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,259.8483,283.2033,291.8123,312.8617,343.8951,420.2141,430.9138,447.8553,470.9934,480.022
Panama,Gross Domestic Product ,in current PPP per capita,"13,688.96","14,885.57","14,967.06","15,751.49","17,660.96","19,303.65","20,540.53","21,811.86","22,937.50","24,106.53"
Panama,General government expenditure ,in current PPP per capita,"4,700.29","4,930.68","5,364.85","5,629.11","6,495.97","6,802.16","7,271.45","7,674.05","8,380.15","5,356.54"
Paraguay,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,139.0401,142.7445,188.2619,206.9748,248.4278,305.5425,300.2087,370.2351,385.4333,396.3444
Paraguay,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0.1665,0.5546,0.451,0.2895,0.7928,0.888,0.2203,0.408,0.3835
Paraguay,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,165.3676,190.5672,177.5484,204.2613,215.6679,216.9585,235.9316,253.8261,262.4765,290.6596
Paraguay,Gross Domestic Product ,in current PPP per capita,"6,188.42","6,621.22","6,322.54","7,142.06","7,504.65","7,447.11","8,514.08","8,955.87","9,199.67","9,567.34"
Paraguay,General government expenditure ,in current PPP per capita,"1,905.06","1,967.39","2,326.09","2,297.64","2,560.43","3,462.27","3,021.44","3,314.15","3,550.77","2,449.64"
Peru,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,168.6897,192.3623,221.9495,240.7503,250.944,284.3354,328.9667,380.3895,411.7186,436.3433
Peru,External Health Expenditure (EXT) per Capita in PPP Int$,,5.2044,4.3757,9.5158,8.7988,6.5636,4.2436,4.6789,5.5939,3.2063,1.8578
Peru,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,153.4412,176.9754,181.5326,183.4867,190.2081,205.5729,198.477,192.2847,188.889,192.6408
Peru,Gross Domestic Product ,in current PPP per capita,"8,148.92","9,031.02","9,022.23","9,786.98","10,266.88","10,933.87","11,633.86","12,283.79","12,741.70","13,238.94"
Peru,General government expenditure ,in current PPP per capita,"1,515.14","1,767.19","1,938.29","2,063.43","2,053.58","2,267.07","2,561.43","2,767.83","2,835.23","2,776.75"
Saint Kitts and Nevis,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,440.7496,419.7266,452.9147,454.2196,459.748,479.3452,494.2149,540.7193,543.9012,638.7328
Saint Kitts and Nevis,External Health Expenditure (EXT) per Capita in PPP Int$,,2.1013,41.7886,28.4578,18.017,21.4821,0,3.1662,0,0,0
Saint Kitts and Nevis,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,518.5693,704.2505,663.5927,667.2137,690.1714,642.3193,656.8721,683.3657,706.2242,762.0908
Saint Kitts and Nevis,Gross Domestic Product ,in current PPP per capita,"20,691.55","22,176.50","21,439.40","20,984.12","21,692.40","21,711.41","23,179.64","24,737.95","25,679.45","26,086.30"
Saint Kitts and Nevis,General government expenditure ,in current PPP per capita,"6,798.65","7,058.68","7,201.36","7,736.79","7,284.12","6,788.24","7,657.56","8,073.07","8,281.24","7,839.85"
Saint Lucia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,178.1229,207.8592,231.7092,225.1456,240.0395,276.3468,285.4233,267.5536,277.9575,284.5112
Saint Lucia,External Health Expenditure (EXT) per Capita in PPP Int$,,7.2937,13.853,13.8049,14.0066,13.5556,2.285,4.701,2.3566,5.648,25.3495
Saint Lucia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,412.233,417.1075,352.902,374.345,415.6751,385.9025,369.1174,386.3626,352.7738,329.9004
Saint Lucia,Gross Domestic Product ,in current PPP per capita,"10,975.20","11,637.27","11,509.20","11,558.79","12,113.18","12,182.63","12,174.98","12,116.00","12,524.83","12,765.35"
Saint Lucia,General government expenditure ,in current PPP per capita,"2,580.72","2,880.75","3,132.12","3,225.06","3,566.56","3,793.92","3,497.85","3,281.23","3,247.71","3,361.12"
Saint Vincent and the Grenadines,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,216.7264,245.1645,262.9915,261.8332,249.7387,296.4149,299.2988,291.7109,292.6598,314.0507
Saint Vincent and the Grenadines,External Health Expenditure (EXT) per Capita in PPP Int$,,10.7999,10.3751,10.3154,18.3958,18.2114,6.7511,6.9665,9.9022,7.5219,2.4998
Saint Vincent and the Grenadines,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,74.0083,75.6221,76.5255,75.9068,76.6955,81.0994,84.7822,88.2649,81.4346,83.8769
Saint Vincent and the Grenadines,Gross Domestic Product ,in current PPP per capita,"9,279.48","10,082.95","9,934.86","9,713.36","9,874.09","10,193.93","10,547.29","10,864.21","11,124.90","11,483.27"
Saint Vincent and the Grenadines,General government expenditure ,in current PPP per capita,"2,757.48","3,006.63","3,260.73","3,190.25","3,060.64","2,827.71","3,299.07","3,503.33","3,197.25","3,286.46"
Suriname,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,338.9367,289.0847,323.8048,296.8122,285.5998,312.1736,347.7087,347.9516,635.249,629.5988
Suriname,External Health Expenditure (EXT) per Capita in PPP Int$,,14.0599,21.0763,22.8289,44.8937,29.2415,12.314,5.4833,5.3489,2.9809,12.5333
Suriname,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,133.5406,158.8457,154.7867,165.1722,191.2061,199.8986,213.6959,226.2512,213.3881,198.0414
Suriname,Gross Domestic Product ,in current PPP per capita,"12,249.54","12,869.90","13,218.06","13,924.39","14,887.94","15,411.00","15,956.95","16,124.69","15,724.64","14,966.71"
Suriname,General government expenditure ,in current PPP per capita,"2,922.20","2,947.42","3,962.44","3,466.87","4,017.64","4,752.52","5,135.43","5,271.71","4,987.91","3,797.38"
Trinidad and Tobago,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,568.7644,542.6902,782.3988,761.712,740.5551,759.7,882.989,918.2625,"1,104.34","1,151.15"
Trinidad and Tobago,External Health Expenditure (EXT) per Capita in PPP Int$,,2.3589,4.0637,3.9538,3.4306,2.8713,1.8361,1.4338,1.3866,2.2904,1.6726
Trinidad and Tobago,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,606.9635,530.5835,780.9608,736.5326,665.4901,695.5818,740.0371,782.3617,886.1541,873.9728
Trinidad and Tobago,Gross Domestic Product ,in current PPP per capita,"29,171.06","30,608.73","29,347.77","30,543.77","30,926.76","31,742.23","33,216.93","34,586.07","34,505.14","33,492.92"
Trinidad and Tobago,General government expenditure ,in current PPP per capita,"8,066.56","8,279.89","11,096.80","9,469.25","9,246.67","9,917.94","11,186.89","12,284.78","13,290.77","11,917.35"
United States of America,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"3,328.18","3,516.33","3,718.29","3,862.42","3,960.42","4,089.21","4,221.91","7,366.79","7,805.12","8,077.93"
United States of America,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,0
United States of America,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,964.7537,973.0025,959.6408,971.1668,996.5327,"1,015.94","1,030.59","1,038.87","1,060.59","1,094.23"
United States of America,Gross Domestic Product ,in current PPP per capita,"48,163.23","48,516.28","47,108.31","48,484.66","49,888.63","51,558.98","52,898.82","54,852.31","56,639.77","57,807.66"
United States of America,General government expenditure ,in current PPP per capita,"17,794.61","19,147.61","20,246.52","20,817.81","20,871.44","20,636.16","20,491.87","20,877.76","21,300.71","20,473.00"
Uruguay,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,654.3999,730.9876,788.6631,863.0715,950.7321,"1,059.11","1,168.63","1,247.85","1,301.27","1,404.41"
Uruguay,External Health Expenditure (EXT) per Capita in PPP Int$,,0.4913,0.7823,0.5456,0.6028,0.5605,0.4699,0.5924,0.9733,0.3771,0.7521
Uruguay,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,256.7781,276.3803,275.8262,294.482,300.4174,304.5111,311.205,313.1563,321.8915,340.2824
Uruguay,Gross Domestic Product ,in current PPP per capita,"13,501.61","14,705.55","15,391.19","16,736.86","17,904.74","18,817.75","19,942.51","20,887.16","21,117.80","21,619.61"
Uruguay,General government expenditure ,in current PPP per capita,"3,905.80","4,223.26","4,571.89","5,096.77","5,224.40","5,736.30","6,346.33","6,746.27","6,831.22","7,204.73"
Venezuela (Bolivarian Republic of),Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,326.793,322.3251,333.5986,304.2298,397.099,332.5801,319.4585,351.2662,358.4674,
Venezuela (Bolivarian Republic of),External Health Expenditure (EXT) per Capita in PPP Int$,,0.1959,0.0926,0.081,0.1274,0.1092,0.1052,0.0559,0.037,0.02,
Venezuela (Bolivarian Republic of),Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,394.5889,420.1596,492.4224,425.8563,423.2177,337.5099,319.8861,303.4608,265.4993,
Venezuela (Bolivarian Republic of),Gross Domestic Product ,in current PPP per capita,"16,276.91","17,192.92","16,507.33","16,210.29","16,981.35","18,004.45","18,281.19","17,639.13","18,327.34",
Venezuela (Bolivarian Republic of),General government expenditure ,in current PPP per capita,"5,851.47","5,996.80","5,491.92","4,891.66","6,487.96","7,139.09","7,304.54","8,215.04","8,834.57",
Afghanistan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,5.9167,7.8106,7.7929,7.2414,7.7827,6.2508,8.2651,8.7762,9.5132,8.3475
Afghanistan,External Health Expenditure (EXT) per Capita in PPP Int$,,16.9301,23.5756,31.3641,20.54,29.3452,30.4802,37.6212,38.8962,30.2478,28.4394
Afghanistan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,81.8111,96.2177,104.6927,104.4899,101.6947,107.2343,118.2739,129.2585,144.1669,125.9943
Afghanistan,Gross Domestic Product ,in current PPP per capita,"1,056.65","1,244.13","1,465.09","1,543.48","1,621.40","1,823.00","1,864.19","1,856.79","1,822.16","1,596.10"
Afghanistan,General government expenditure ,in current PPP per capita,226.9467,260.2431,310.1547,321.0574,355.6803,456.2635,465.6195,471.6693,472.2578,414.3912
Bahrain,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,871.9135,880.0105,"1,021.60",961.9259,898.6517,"1,119.25","1,240.33","1,324.23","1,509.75","1,145.24"
Bahrain,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,,0
Bahrain,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,401.3461,362.5884,453.1813,434.7702,408.6157,459.0841,512.2271,532.7508,601.2596,522.3367
Bahrain,Gross Domestic Product ,in current PPP per capita,"40,280.54","40,547.66","39,406.08","39,751.83","40,173.57","41,709.01","44,165.60","46,184.44","46,769.65","38,326.46"
Bahrain,General government expenditure ,in current PPP per capita,"9,407.01","9,588.49","10,101.66","11,348.27","11,149.84","13,311.39","15,161.06","13,122.50","17,100.52","13,612.90"
Djibouti,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,55.2822,60.9537,64.8451,65.5363,81.3918,75.311,75.5262,77.7104,80.1295,55.8726
Djibouti,External Health Expenditure (EXT) per Capita in PPP Int$,,14.0087,11.1358,11.0369,10.5662,14.4637,24.3054,15.9743,21.6623,33.7616,33.9736
Djibouti,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,38.9905,33.5707,33.0083,31.3638,31.0589,30.1722,29.3575,29.6031,29.9034,31.4544
Djibouti,Gross Domestic Product ,in current PPP per capita,"2,269.38","2,370.96","2,424.99","2,513.42","2,705.40","2,838.68","2,977.23","3,157.05","3,342.19","3,485.96"
Djibouti,General government expenditure ,in current PPP per capita,847.0293,960.0694,"1,056.12",940.1965,960.4333,"1,055.77","1,121.39","1,279.61","1,969.02","1,804.01"
Egypt,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,137.3441,144.3861,149.3454,138.8917,152.3191,135.2755,146.1554,154.5091,175.859,151.2855
Egypt,External Health Expenditure (EXT) per Capita in PPP Int$,,8.1396,5.7,6.8558,2.7055,2.5865,1.774,0.8134,7.1535,1.2625,5.284
Egypt,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,234.7954,259.5436,257.538,264.144,272.267,286.8759,289.341,288.2907,307.9226,320.081
Egypt,Gross Domestic Product ,in current PPP per capita,"8,756.07","9,399.44","9,731.81","10,155.22","10,329.51","10,003.35","10,156.41","10,407.78","10,750.46","11,133.32"
Egypt,General government expenditure ,in current PPP per capita,"2,737.22","3,072.54","3,165.38","3,184.45","3,155.51","3,084.67","3,516.20","3,712.84","3,543.82","3,586.23"
Iran,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,329.4765,323.8533,396.0548,380.7636,398.9504,382.4959,387.5602,607.0091,692.4766,852.6425
Iran,External Health Expenditure (EXT) per Capita in PPP Int$,,,,,,,,,,,0.5494
Iran,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,440.2315,484.5742,605.4206,698.9661,687.9528,612.7281,514.1802,508.4597,544.2143,606.6374
Iran,Gross Domestic Product ,in current PPP per capita,"16,414.84","16,537.24","16,473.33","17,421.35","18,101.20","16,798.53","16,798.61","17,430.20","17,132.28","19,298.98"
Iran,General government expenditure ,in current PPP per capita,"3,106.66","3,519.99","3,276.73","3,203.13","3,313.67","2,396.76","2,415.25","2,685.89","3,064.07","3,772.77"
Iraq,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,222.2257,279.4819,348.0517,297.3831,277.0185,150.2883,178.8674,160.6242,114.7396,
Iraq,External Health Expenditure (EXT) per Capita in PPP Int$,,12.8514,0,0,0,0.0319,2.9583,3.2204,3.1798,1.3347,
Iraq,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,103.5972,76.7046,100.449,105.08,93.0435,247.4121,256.6901,267.7348,377.546,
Iraq,Gross Domestic Product ,in current PPP per capita,"10,905.91","11,736.74","11,905.10","12,460.34","13,261.60","14,895.39","15,603.20","15,482.21","15,896.56",
Iraq,General government expenditure ,in current PPP per capita,"5,030.07","6,719.78","7,015.92","6,177.26","5,751.45","6,388.86","7,484.98","6,735.48","6,766.91",
Jordan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,420.9984,494.3511,601.4971,519.4113,518.3855,470.0715,409.9486,434.2033,324.8452,312.815
Jordan,External Health Expenditure (EXT) per Capita in PPP Int$,,24.3309,11.3713,34.5945,35.1221,28.7992,44.8875,42.1727,39.6353,38.0174,28.2087
Jordan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,267.64,260.9408,203.6609,170.169,160.6455,157.5217,147.4143,140.6876,142.9047,138.4448
Jordan,Gross Domestic Product ,in current PPP per capita,"8,944.19","9,332.22","9,436.47","9,281.14","9,214.39","9,129.20","9,062.18","9,082.92","9,041.70","9,047.82"
Jordan,General government expenditure ,in current PPP per capita,"3,340.71","3,221.66","3,338.92","2,824.11","3,060.81","2,972.55","3,202.46","3,448.63","2,717.23","2,616.60"
Kuwait,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,532.30","1,360.85","2,674.62","1,719.61","1,747.37","1,729.50","1,676.40","2,050.62","2,462.10","2,432.15"
Kuwait,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,0
Kuwait,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,375.372,343.0535,359.0448,282.8893,253.2691,275.811,276.2957,303.0792,420.9253,467.1083
Kuwait,Gross Domestic Product ,in current PPP per capita,"91,268.61","90,011.78","79,343.70","73,682.64","77,460.27","79,047.44","76,667.39","74,617.12","72,917.37","74,264.88"
Kuwait,General government expenditure ,in current PPP per capita,"27,452.58","36,361.40","33,474.42","32,966.63","30,253.82","30,681.54","29,245.43","33,042.08","39,670.62","39,188.15"
Lebanon,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,445.1718,430.4557,418.8153,483.9956,560.0608,615.6177,571.5702,577.6939,548.4524,598.1547
Lebanon,External Health Expenditure (EXT) per Capita in PPP Int$,,11.3501,11.2065,8.4838,8.8794,8.03,7.184,9.1351,9.0623,14.8238,9.6381
Lebanon,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,477.3723,489.9601,476.2513,522.9269,513.8189,402.3652,384.1344,396.9509,375.4953,368.7315
Lebanon,Gross Domestic Product ,in current PPP per capita,"12,675.44","14,023.36","15,282.46","16,118.96","15,693.69","15,334.65","14,902.76","14,570.53","14,218.83","14,312.25"
Lebanon,General government expenditure ,in current PPP per capita,"4,452.66","4,795.62","4,892.84","4,701.83","4,506.24","4,651.18","4,390.18","4,224.19","3,826.61","4,173.39"
Libya,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,406.2833,380.2321,667.2591,670.0998,397.0317,,,,,
Libya,External Health Expenditure (EXT) per Capita in PPP Int$,,0.1768,0.428,1.0337,0.8456,0.237,,,,,
Libya,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,204.2243,181.3299,301.6621,287.1872,230.0137,,,,,
Libya,Gross Domestic Product ,in current PPP per capita,"25,049.47","21,322.09","22,619.37","26,723.09","10,368.09","22,548.23","14,793.22","8,481.75","6,300.15","6,620.99"
Libya,General government expenditure ,in current PPP per capita,"8,441.41","10,274.35","16,318.24","15,461.01","6,184.70","10,302.63","13,031.10","12,137.83","11,477.59","9,605.11"
Morocco,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,122.9085,126.7286,155.5844,149.914,159.6772,171.5228,185.0316,190.3995,187.6684,218.2079
Morocco,External Health Expenditure (EXT) per Capita in PPP Int$,,1.8231,1.03,0.3357,1.6596,2.6054,2.3848,1.3399,0.8068,0.7082,3.032
Morocco,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,165.9541,175.844,192.0916,208.9264,213.9651,216.2133,215.9234,222.8679,222.4471,226.4036
Morocco,Gross Domestic Product ,in current PPP per capita,"5,578.02","5,953.58","6,176.53","6,406.47","6,787.66","7,019.30","7,347.93","7,569.09","7,887.73","7,977.49"
Morocco,General government expenditure ,in current PPP per capita,"1,595.49","1,820.48","1,878.69","1,990.47","2,294.11","2,471.93","2,419.88","2,488.30","2,421.59","2,406.18"
Oman,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,797.9626,684.8582,"1,016.29","1,008.17",878.9865,921.1486,"1,054.43","1,343.99","1,623.35","2,519.90"
Oman,External Health Expenditure (EXT) per Capita in PPP Int$,,,,,,,,0,,,0
Oman,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,110.8308,108.1512,143.7266,126.8516,116.4413,116.5193,86.317,86.5562,104.1449,167.1665
Oman,Gross Domestic Product ,in current PPP per capita,"40,541.35","43,173.02","44,174.02","44,419.08","42,114.56","43,825.08","43,383.91","42,450.83","42,168.32","65,854.73"
Oman,General government expenditure ,in current PPP per capita,"14,295.45","12,659.88","16,894.67","15,056.55","16,572.07","19,296.00","19,422.13","20,103.34","21,456.60","33,306.70"
Pakistan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,27.0513,23.0502,23.6901,23.9944,26.3566,30.1676,32.4615,33.6689,37.0031,40.2075
Pakistan,External Health Expenditure (EXT) per Capita in PPP Int$,,4.757,6.0232,3.5047,5.388,4.1617,4.6315,6.5197,7.2639,5.0539,5.8864
Pakistan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,91.8441,87.7168,78.7666,76.7171,67.8399,67.3672,78.357,87.2954,88.9208,94.009
Pakistan,Gross Domestic Product ,in current PPP per capita,"4,040.35","4,104.91","4,166.51","4,196.96","4,309.76","4,447.90","4,619.74","4,820.78","5,000.28","5,235.48"
Pakistan,General government expenditure ,in current PPP per capita,787.0999,896.3692,803.0807,853.5411,833.9084,963.2265,"1,008.08",968.7505,988.6183,"1,042.73"
Qatar,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,651.71","1,374.45","1,729.68","1,557.37","1,522.03","1,765.60","2,217.86","2,675.92","3,331.72","3,204.81"
Qatar,External Health Expenditure (EXT) per Capita in PPP Int$,,,,,,0,0,0,0,,0
Qatar,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,413.6864,345.6326,472.0493,410.8111,349.4787,242.8083,182.0615,174.7998,286.3204,335.7191
Qatar,Gross Domestic Product ,in current PPP per capita,"111,959.86","115,012.45","113,312.85","122,609.36","129,349.92","127,610.21","126,913.04","127,318.90","127,516.91","127,494.50"
Qatar,General government expenditure ,in current PPP per capita,"31,438.07","26,460.24","37,228.87","37,532.96","36,867.04","39,542.10","35,906.84","42,522.35","52,943.47","50,926.72"
Saudi Arabia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,066.15",847.2457,"1,200.50","1,005.41","1,207.99","1,388.10","1,593.24","1,963.62","2,227.06","2,113.53"
Saudi Arabia,External Health Expenditure (EXT) per Capita in PPP Int$,,,,,,,,0,,,0
Saudi Arabia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,253.5411,258.0454,338.9897,307.5529,281.3572,308.1051,328.7446,361.4174,467.8084,447.1493
Saudi Arabia,Gross Domestic Product ,in current PPP per capita,"42,520.35","44,841.93","43,055.81","44,384.83","48,524.64","50,573.40","51,264.87","52,628.26","54,222.10","54,290.05"
Saudi Arabia,General government expenditure ,in current PPP per capita,"12,523.48","11,963.67","15,958.95","14,690.96","15,936.83","16,807.03","18,212.94","21,164.07","22,128.34","21,000.24"
Sudan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,100.6494,84.0848,120.0087,79.298,62.3116,57.8022,45.6255,59.1851,89.8158,58.0388
Sudan,External Health Expenditure (EXT) per Capita in PPP Int$,,7.4585,6.5204,10.678,7.3523,21.6069,9.4451,13.8213,8.6503,5.588,6.6034
Sudan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,161.3014,164.3004,153.165,149.3845,179.8486,144.1112,206.4373,156.9782,182.3511,220.0973
Sudan,Gross Domestic Product ,in current PPP per capita,"4,911.04","4,854.92","4,683.54","4,842.08","4,671.95","4,146.06","4,184.28","4,236.49","4,238.31","5,257.96"
Sudan,General government expenditure ,in current PPP per capita,961.7429,957.7504,856.8941,831.4598,770.5075,509.8147,545.5265,512.7912,496.5103,541.1135
Syria,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,80.965,74.2925,78.6471,75.9096,83.594,72.321,,,,
Syria,External Health Expenditure (EXT) per Capita in PPP Int$,,1.2768,1.3504,1.9801,2.0382,2.5703,1.7274,,,,
Syria,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,88.8099,85.3408,94.6543,91.5111,98.677,85.7536,,,,
Syria,Gross Domestic Product ,in current PPP per capita,"4,595.17","4,738.12","4,942.54","5,172.22","5,555.13","4,479.41","6,879.68","5,883.60","8,210.03",
Syria,General government expenditure ,in current PPP per capita,"1,181.14","1,086.43","1,321.72","1,481.21","2,237.24","1,617.64","1,634.25","1,838.40","2,201.31",
